"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","573.12859","573.12860","573.12862"
"ybaY","","putative lipoprotein YbaY","3","3","1","1","610","","","","491","491","491","573.12859_01103","573.12860_00712","573.12862_01073"
"yccJ","","putative protein YccJ","3","3","1","1","1343","","","","227","227","227","573.12859_00619","573.12860_00142","573.12862_00850"
"group_3233","","hypothetical protein","3","3","1","1","2841","","","","647","647","647","573.12859_02828","573.12860_03313","573.12862_02669"
"cdsA","","Phosphatidate cytidylyltransferase","3","3","1","4","27","","","","782","782","782","573.12859_00941","573.12860_03775","573.12862_03809"
"metI_4","","D-methionine transport system permease protein MetI","3","3","1","4","3","","","","653","653","653","573.12859_00965","573.12860_03799","573.12862_03833"
"bdhA","","D-beta-hydroxybutyrate dehydrogenase","3","3","1","1","2989","","","","770","770","770","573.12859_01596","573.12860_01332","573.12862_01858"
"rlmD","","23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD","3","3","1","2","101","","","","1304","1304","1304","573.12859_03367","573.12860_02195","573.12862_02829"
"group_3238","","hypothetical protein","3","3","1","14","28","","","","368","368","368","573.12859_04886","573.12860_05035","573.12862_04774"
"lldD_2","","L-lactate dehydrogenase","3","3","1","1","2897","","","","1184","1184","1184","573.12859_02884","573.12860_03257","573.12862_02613"
"lysO","","Lysine exporter LysO","3","3","1","1","1226","","","","899","899","899","573.12859_00488","573.12860_00253","573.12862_04194"
"htpX_2","","Protease HtpX","3","3","1","1","2045","","","","962","962","962","573.12859_05151","573.12860_05313","573.12862_04376"
"aroA","","3-phosphoshikimate 1-carboxyvinyltransferase","3","3","1","1","1254","","","","1283","1283","1283","573.12859_00516","573.12860_00225","573.12862_00933"
"lrp_3","","Leucine-responsive regulatory protein","3","3","1","1","310","","","","479","479","479","573.12859_03129","573.12860_02602","573.12862_02389"
"acrE","","Multidrug export protein AcrE","3","3","1","2","359","","","","1139","1139","1139","573.12859_01585","573.12860_01625","573.12862_00457"
"melR","","Melibiose operon regulatory protein","3","3","1","8","5","","","","938","938","938","573.12859_03977","573.12860_03105","573.12862_03132"
"csrA","","Carbon storage regulator","3","3","1","2","1","","","","185","185","185","573.12859_03465","573.12860_04357","573.12862_02729"
"hycG","","Formate hydrogenlyase subunit 7","3","3","1","2","30","","","","767","767","767","573.12859_03436","573.12860_04328","573.12862_02758"
"zapE_1","","Cell division protein ZapE","3","3","1","2","403","","","","1127","1127","1127","573.12859_01553","573.12860_01680","573.12862_00402"
"malP_2","","Maltodextrin phosphorylase","3","3","1","3","265","","","","2447","2447","2447","573.12859_00069","573.12860_03392","573.12862_02147"
"rpoH","","RNA polymerase sigma factor RpoH","3","3","1","3","232","","","","854","854","854","573.12859_00103","573.12860_03804","573.12862_02179"
"glpA","","Anaerobic glycerol-3-phosphate dehydrogenase subunit A","3","3","1","1","1826","","","","1622","1622","1622","573.12859_03551","573.12860_00433","573.12862_01524"
"group_3252","","hypothetical protein","3","3","1","1","231","","","","362","362","362","573.12859_03052","573.12860_02679","573.12862_02312"
"acpS","","Holo-[acyl-carrier-protein] synthase","3","3","1","7","165","","","","380","380","380","573.12859_03180","573.12860_02535","573.12862_02550"
"group_3254","rbsC_7","Ribose import permease protein RbsC","3","3","1","9","6","","","","965","965","965","573.12859_03886","573.12860_03532","573.12862_03557"
"nqrF","","Na(+)-translocating NADH-quinone reductase subunit F","3","3","1","1","426","","","","1223","1223","1223","573.12859_01280","573.12860_04764","573.12862_04250"
"hns","","DNA-binding protein H-NS","3","3","1","1","2838","","","","407","407","407","573.12859_02825","573.12860_03316","573.12862_02672"
"rhtC_3","","Threonine efflux protein","3","3","1","11","61","","","","620","620","620","573.12859_04093","573.12860_04266","573.12862_04124"
"trmJ","","tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ","3","3","1","7","141","","","","734","734","734","573.12859_03204","573.12860_02511","573.12862_02526"
"oxyR_3","","Hydrogen peroxide-inducible genes activator","3","3","1","10","11","","","","917","917","917","573.12859_03790","573.12860_03708","573.12862_03569"
"cusR_2","","Transcriptional regulatory protein CusR","3","3","1","18","8","","","","683","683","683","573.12859_05006","573.12860_05173","573.12862_04915"
"group_3261","","hypothetical protein","3","3","1","11","52","","","","707","707","707","573.12859_04102","573.12860_04257","573.12862_04115"
"sapD","","Peptide transport system ATP-binding protein SapD","3","3","1","1","1605","","","","992","992","992","573.12859_02611","573.12860_02892","573.12862_03271"
"group_3263","","hypothetical protein","3","3","1","10","24","","","","371","371","371","573.12859_03777","573.12860_03695","573.12862_03582"
"fbp","","Fructose-1,6-bisphosphatase class 1","3","3","1","6","122","","","","998","998","998","573.12859_02465","573.12860_03950","573.12862_04007"
"hemB","","Delta-aminolevulinic acid dehydratase","3","3","1","1","509","","","","974","974","974","573.12859_01204","573.12860_00813","573.12862_00972"
"yggX","","putative Fe(2+)-trafficking protein","3","3","1","2","688","","","","275","275","275","573.12859_01330","573.12860_01493","573.12862_00108"
"hha","","Hemolysin expression-modulating protein Hha","3","3","1","1","635","","","","218","218","218","573.12859_01078","573.12860_00687","573.12862_01098"
"group_3268","","hypothetical protein","3","3","1","1","2883","","","","248","248","248","573.12859_02870","573.12860_03271","573.12862_02627"
"group_3269","","hypothetical protein","3","3","1","13","25","","","","482","482","482","573.12859_04721","573.12860_04841","573.12862_04480"
"group_3270","","hypothetical protein","3","3","1","1","979","","","","509","509","509","573.12859_04430","573.12860_04634","573.12862_03845"
"fimH","","Type 1 fimbrin D-mannose specific adhesin","3","3","1","2","264","","","","908","908","908","573.12859_04823","573.12860_01393","573.12862_00008"
"pheS","","Phenylalanine--tRNA ligase alpha subunit","3","3","1","1","2863","","","","983","983","983","573.12859_02850","573.12860_03291","573.12862_02647"
"nuoM","","NADH-quinone oxidoreductase subunit M","3","3","1","1","1805","","","","1529","1529","1529","573.12859_03531","573.12860_00412","573.12862_01503"
"lptE","","LPS-assembly lipoprotein LptE","3","3","1","5","69","","","","590","590","590","573.12859_02272","573.12860_02328","573.12862_01345"
"argA","","Amino-acid acetyltransferase","3","3","1","2","197","","","","1331","1331","1331","573.12859_03643","573.12860_02110","573.12862_04039"
"oppA_2","","Periplasmic oligopeptide-binding protein","3","3","1","1","2842","","","","1634","1634","1634","573.12859_02829","573.12860_03312","573.12862_02668"
"purE","","N5-carboxyaminoimidazole ribonucleotide mutase","3","3","1","1","672","","","","509","509","509","573.12859_01042","573.12860_00651","573.12862_01135"
"exbD","","Biopolymer transport protein ExbD","3","3","1","2","604","","","","425","425","425","573.12859_01356","573.12860_01578","573.12862_00193"
"nuoB","","NADH-quinone oxidoreductase subunit B","3","3","1","1","1794","","","","674","674","674","573.12859_03521","573.12860_00401","573.12862_01493"
"hcaB","","3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase","3","3","1","1","2540","","","","995","995","995","573.12859_01830","573.12860_01117","573.12862_02073"
"rph","","Ribonuclease PH","3","3","1","3","75","","","","716","716","716","573.12859_00260","573.12860_02777","573.12862_02942"
"lpxL_2","","Lipid A biosynthesis lauroyltransferase","3","3","1","5","229","","","","920","920","920","573.12859_04669","573.12860_04801","573.12862_01214"
"yhjX","","putative MFS-type transporter YhjX","3","3","1","3","156","","","","1205","1205","1205","573.12859_00181","573.12860_05112","573.12862_04860"
"lgoD","","L-galactonate-5-dehydrogenase","3","3","1","4","330","","","","1022","1022","1022","573.12859_00706","573.12860_01052","573.12862_00648"
"asnS","","Asparagine--tRNA ligase","3","3","1","1","1276","","","","1400","1400","1400","573.12859_00538","573.12860_00203","573.12862_00911"
"hdfR_1","","HTH-type transcriptional regulator HdfR","3","3","1","1","3008","","","","899","899","899","573.12859_01614","573.12860_01314","573.12862_01876"
"group_3287","","hypothetical protein","3","3","1","10","92","","","","212","212","212","573.12859_03727","573.12860_03649","573.12862_03628"
"cstA","","Peptide transporter CstA","3","3","1","5","128","","","","2105","2105","2105","573.12859_02213","573.12860_02269","573.12862_01286"
"xylR","","Xylose operon regulatory protein","3","3","1","3","128","","","","1178","1178","1178","573.12859_00209","573.12860_02829","573.12862_02994"
"yijD","","Inner membrane protein YijD","3","3","1","10","8","","","","359","359","359","573.12859_03793","573.12860_03711","573.12862_03566"
"deaD","","ATP-dependent RNA helicase DeaD","3","3","1","2","462","","","","1931","1931","1931","573.12859_01492","573.12860_01741","573.12862_00341"
"rpsL","","30S ribosomal protein S12","3","3","1","3","333","","","","374","374","374","573.12859_00003","573.12860_03324","573.12862_02079"
"fim","","Fimbrial subunit type 1","3","3","1","2","258","","","","548","548","548","573.12859_04817","573.12860_01387","573.12862_00002"
"tusE","","Sulfurtransferase TusE","3","3","1","1","1314","","","","329","329","329","573.12859_00581","573.12860_00166","573.12862_00874"
"map_2","","Methionine aminopeptidase","3","3","1","4","34","","","","794","794","794","573.12859_00934","573.12860_03768","573.12862_03802"
"group_3296","","hypothetical protein","3","3","1","1","8","","","","380","380","380","573.12859_04419","573.12860_03425","573.12862_03362"
"xylE","","D-xylose-proton symporter","3","3","1","7","149","","","","1436","1436","1436","573.12859_03196","573.12860_02519","573.12862_02534"
"yobA","","Protein YobA","3","3","1","1","2196","","","","374","374","374","573.12859_02021","573.12860_01961","573.12862_01754"
"glcR_3","","HTH-type transcriptional repressor GlcR","3","3","1","13","45","","","","761","761","761","573.12859_04705","573.12860_04859","573.12862_04498"
"sppA","","Protease 4","3","3","1","1","1515","","","","416","1853","1374","573.12859_02702","573.12860_04931","573.12862_04705"
"cybB","","Cytochrome b561","3","3","1","1","2659","","","","527","527","527","573.12859_01712","573.12860_01233","573.12862_01957"
"sixA","","Phosphohistidine phosphatase SixA","3","3","1","1","1750","","","","386","386","386","573.12859_03477","573.12860_00357","573.12862_01449"
"rutR","","HTH-type transcriptional regulator RutR","3","3","1","1","1353","","","","638","638","638","573.12859_00629","573.12860_00132","573.12862_00840"
"group_3303","","hypothetical protein","3","3","1","13","2","","","","446","446","446","573.12859_04695","573.12860_04869","573.12862_04508"
"group_3304","","hypothetical protein","3","3","1","1","1495","","","","1934","1934","1934","573.12859_02714","573.12860_04950","573.12862_04724"
"cspE","","Cold shock-like protein CspE","3","3","1","5","86","","","","209","209","209","573.12859_02255","573.12860_02311","573.12862_01328"
"hisQ_2","","Histidine transport system permease protein HisQ","3","3","1","1","1774","","","","686","686","686","573.12859_03501","573.12860_00381","573.12862_01473"
"hemG","","Protoporphyrinogen IX dehydrogenase [menaquinone]","3","3","1","11","1","","","","533","533","533","573.12859_04067","573.12860_04292","573.12862_04150"
"group_3308","","hypothetical protein","3","3","1","1","2248","","","","224","224","224","573.12859_01966","573.12860_01906","573.12862_01699"
"group_3309","","hypothetical protein","3","3","1","13","19","","","","1103","1103","1103","573.12859_04727","573.12860_04835","573.12862_04474"
"group_3310","","hypothetical protein","3","3","1","1","2941","","","","953","953","953","573.12859_02929","573.12860_01376","573.12862_04460"
"group_3311","","hypothetical protein","3","3","1","1","2359","","","","323","323","323","573.12859_01909","573.12860_03880","573.12862_05051"
"rutC_1","","Putative aminoacrylate peracid reductase RutC","3","3","1","1","1350","","","","392","392","392","573.12859_00626","573.12860_00135","573.12862_00843"
"ydfG","","NADP-dependent 3-hydroxy acid dehydrogenase YdfG","3","3","1","1","160","","","","749","749","749","573.12859_02982","573.12860_04696","573.12862_04888"
"recR","","Recombination protein RecR","3","3","1","1","648","","","","605","605","605","573.12859_01065","573.12860_00674","573.12862_01111"
"glpK","","Glycerol kinase","3","3","1","3","49","","","","1511","1511","1511","573.12859_00286","573.12860_02751","573.12862_02916"
"rpoZ","","DNA-directed RNA polymerase subunit omega","3","3","1","3","63","","","","275","275","275","573.12859_00272","573.12860_02765","573.12862_02930"
"group_3317","","hypothetical protein","3","3","1","8","95","","","","209","209","209","573.12859_03906","573.12860_03176","573.12862_03203"
"gsiC_1","","Glutathione transport system permease protein GsiC","3","3","1","1","2557","","","","944","944","944","573.12859_01813","573.12860_01134","573.12862_02056"
"ompX","","Outer membrane protein X","3","3","1","1","933","","","","512","512","512","573.12859_00421","573.12860_03016","573.12862_03043"
"rsmG","","Ribosomal RNA small subunit methyltransferase G","3","3","1","9","16","","","","623","623","623","573.12859_03876","573.12860_03542","573.12862_03547"
